"21.442467, 52.430989",Szkoły podstawowe,Tłuszcz
"15.774538, 53.775005",Szkoły podstawowe,Świdwin
"15.779181, 53.780891",Szkoły podstawowe,Świdwin
"17.208058, 52.806980",Szkoły podstawowe,Wągrowiec
"17.193745, 52.804792",Szkoły podstawowe,Wągrowiec
"17.208534, 52.816897",Szkoły podstawowe,Wągrowiec
"18.073862, 51.746907",Szkoły podstawowe,Kalisz
"22.699453, 51.899696",Szkoły podstawowe,Kąkolewnica
"14.549925, 53.537237",Szkoły podstawowe,Police
"22.487120, 50.419177",Szkoły podstawowe,Lipiny Górne-Borowina
"22.469895, 50.410938",Szkoły podstawowe,Lipiny Dolne
"18.406444, 54.792457",Szkoły podstawowe,Władysławowo
"18.386593, 54.802133",Szkoły podstawowe,Władysławowo
"18.777316, 53.804560",Szkoły podstawowe,Piaseczno
"19.832074, 53.763917",Szkoły podstawowe,Miłomłyn
"22.717321, 50.535834",Szkoły podstawowe,Biłgoraj
"18.602008, 53.030487",Szkoły podstawowe,Toruń
"18.946687, 53.276641",Szkoły podstawowe,Wąbrzeźno
"18.944594, 53.285640",Szkoły podstawowe,Wąbrzeźno
"20.895212, 53.019970",Szkoły podstawowe,Przasnysz
"20.881736, 53.019514",Szkoły podstawowe,Przasnysz
"20.830400, 52.188865",Szkoły podstawowe,Piastów
"23.487955, 52.037243",Szkoły podstawowe,Wółka Dobrzyńska
"15.727212, 54.135205",Szkoły podstawowe,Dygowo
"15.583574, 54.176989",Szkoły podstawowe,Kołobrzeg
"16.473832, 50.832885",Szkoły podstawowe,Świdnica
"19.109194, 50.799120",Szkoły podstawowe,Częstochowa
"19.104763, 50.807813",Szkoły podstawowe,Częstochowa
"19.123592, 50.840568",Szkoły podstawowe,Częstochowa
"19.130684, 50.779376",Szkoły podstawowe,Częstochowa
"19.157624, 50.836069",Szkoły podstawowe,Częstochowa
"21.492305, 49.577523",Szkoły podstawowe,Skalnik
"17.723074, 51.309776",Szkoły podstawowe,Syców
"18.908606, 52.607620",Szkoły podstawowe,Brześć Kujawski
"18.880014, 52.610453",Szkoły podstawowe,Brześć Kujawski
"18.545084, 54.509936",Szkoły podstawowe,Gdynia
"22.100059, 49.887195",Szkoły podstawowe,Błażowa
"18.960803, 49.971243",Szkoły podstawowe,Pszczyna
"18.961854, 49.971002",Szkoły podstawowe,Pszczyna
"15.286064, 51.124117",Szkoły podstawowe,Lubań 
"16.638705, 52.088874",Szkoły podstawowe,Kościan
"16.633001, 52.082441",Szkoły podstawowe,Kościan
"16.632142, 52.074406",Szkoły podstawowe,Kościan
